[03/16/2021 20:00:19] {util.py:101} INFO - 
                     amplitude: uniform                       
                    batch_size: 64                            
                      distance: normal                        
               floor_amplitude: 0.1                           
                  fr_inner_dim: 256                           
                 fr_kernel_out: 25                            
                fr_kernel_size: 3                             
                fr_module_type: fr                            
                  fr_n_filters: 32                            
                   fr_n_layers: 24                            
                       fr_size: 4096                          
                 fr_upsampling: 16                            
                  gaussian_std: 0.12                          
                   kernel_type: gaussian                      
                         lr_fr: 0.003                         
                    max_n_freq: 10                            
                       min_sep: 0.5                           
                   n_epochs_fr: 410                           
                    n_training: 1000                          
                  n_validation: 1000                          
                       no_cuda: False                         
                         noise: gaussian_blind                
                    numpy_seed: 100                           
                    output_dir: ./checkpoint/skipfreq_snr_big8
               save_epoch_freq: 10                            
                    signal_dim: 64                            
                           snr: -10                           
                    torch_seed: 76                            
                triangle_slope: 4000                          
                      use_cuda: True                          
[03/16/2021 20:00:29] {complexTrain.py:324} INFO - [Network] Number of parameters in the frequency-representation module : 0.859 M
[03/16/2021 20:00:33] {complexTrain.py:233} INFO - Epochs: 1 / 410, Time: 4.6, FR training L2 loss 58103.63, FR validation L2 loss 1869.20, FNR 94.40 %
[03/17/2021 00:11:20] {complexTrain.py:233} INFO - Epochs: 103 / 410, Time: 76.1, FR training L2 loss 22.18, FR validation L2 loss 26.99, FNR 22.61 %
[03/17/2021 00:12:36] {complexTrain.py:233} INFO - Epochs: 104 / 410, Time: 76.1, FR training L2 loss 22.09, FR validation L2 loss 26.97, FNR 22.77 %
[03/17/2021 00:13:52] {complexTrain.py:233} INFO - Epochs: 105 / 410, Time: 76.3, FR training L2 loss 22.13, FR validation L2 loss 26.97, FNR 22.71 %
[03/17/2021 00:15:09] {complexTrain.py:233} INFO - Epochs: 106 / 410, Time: 76.1, FR training L2 loss 22.09, FR validation L2 loss 26.99, FNR 22.71 %
[03/17/2021 00:16:25] {complexTrain.py:233} INFO - Epochs: 107 / 410, Time: 76.1, FR training L2 loss 22.20, FR validation L2 loss 26.93, FNR 22.83 %
[03/17/2021 00:17:41] {complexTrain.py:233} INFO - Epochs: 108 / 410, Time: 76.2, FR training L2 loss 22.14, FR validation L2 loss 26.92, FNR 22.63 %
[03/17/2021 00:18:57] {complexTrain.py:233} INFO - Epochs: 109 / 410, Time: 76.2, FR training L2 loss 22.07, FR validation L2 loss 26.98, FNR 22.63 %
[03/17/2021 00:20:13] {complexTrain.py:233} INFO - Epochs: 110 / 410, Time: 76.1, FR training L2 loss 22.20, FR validation L2 loss 26.98, FNR 22.74 %
[03/17/2021 00:21:29] {complexTrain.py:233} INFO - Epochs: 111 / 410, Time: 76.1, FR training L2 loss 22.06, FR validation L2 loss 26.96, FNR 22.60 %
[03/17/2021 00:22:45] {complexTrain.py:233} INFO - Epochs: 112 / 410, Time: 76.2, FR training L2 loss 21.97, FR validation L2 loss 27.02, FNR 22.77 %
[03/17/2021 00:24:02] {complexTrain.py:233} INFO - Epochs: 113 / 410, Time: 76.2, FR training L2 loss 22.02, FR validation L2 loss 27.01, FNR 22.77 %
[03/17/2021 00:25:18] {complexTrain.py:233} INFO - Epochs: 114 / 410, Time: 76.1, FR training L2 loss 22.03, FR validation L2 loss 26.99, FNR 22.61 %
[03/17/2021 00:26:34] {complexTrain.py:233} INFO - Epochs: 115 / 410, Time: 76.2, FR training L2 loss 22.05, FR validation L2 loss 27.01, FNR 22.62 %
[03/17/2021 00:27:50] {complexTrain.py:233} INFO - Epochs: 116 / 410, Time: 76.1, FR training L2 loss 22.06, FR validation L2 loss 26.97, FNR 22.65 %
[03/17/2021 00:29:06] {complexTrain.py:233} INFO - Epochs: 117 / 410, Time: 76.1, FR training L2 loss 22.16, FR validation L2 loss 26.96, FNR 22.73 %
[03/17/2021 00:30:22] {complexTrain.py:233} INFO - Epochs: 118 / 410, Time: 76.2, FR training L2 loss 22.23, FR validation L2 loss 26.97, FNR 22.77 %
[03/17/2021 00:31:39] {complexTrain.py:233} INFO - Epochs: 119 / 410, Time: 76.2, FR training L2 loss 22.08, FR validation L2 loss 26.99, FNR 22.65 %
[03/17/2021 00:32:55] {complexTrain.py:233} INFO - Epochs: 120 / 410, Time: 76.2, FR training L2 loss 21.97, FR validation L2 loss 26.98, FNR 22.69 %
[03/17/2021 00:34:11] {complexTrain.py:233} INFO - Epochs: 121 / 410, Time: 76.1, FR training L2 loss 22.07, FR validation L2 loss 27.01, FNR 22.70 %
[03/17/2021 00:35:27] {complexTrain.py:233} INFO - Epochs: 122 / 410, Time: 76.2, FR training L2 loss 22.03, FR validation L2 loss 27.00, FNR 22.82 %
[03/17/2021 00:36:43] {complexTrain.py:233} INFO - Epochs: 123 / 410, Time: 76.2, FR training L2 loss 22.17, FR validation L2 loss 27.02, FNR 22.81 %
[03/17/2021 00:37:59] {complexTrain.py:233} INFO - Epochs: 124 / 410, Time: 76.2, FR training L2 loss 22.06, FR validation L2 loss 26.98, FNR 22.66 %
[03/17/2021 00:39:15] {complexTrain.py:233} INFO - Epochs: 125 / 410, Time: 76.1, FR training L2 loss 22.20, FR validation L2 loss 26.99, FNR 22.85 %
[03/17/2021 00:40:32] {complexTrain.py:233} INFO - Epochs: 126 / 410, Time: 76.2, FR training L2 loss 22.03, FR validation L2 loss 26.96, FNR 22.75 %
[03/17/2021 00:41:48] {complexTrain.py:233} INFO - Epochs: 127 / 410, Time: 76.2, FR training L2 loss 22.03, FR validation L2 loss 26.98, FNR 22.73 %
[03/17/2021 00:43:04] {complexTrain.py:233} INFO - Epochs: 128 / 410, Time: 76.1, FR training L2 loss 22.09, FR validation L2 loss 26.98, FNR 22.69 %
[03/17/2021 00:44:20] {complexTrain.py:233} INFO - Epochs: 129 / 410, Time: 76.1, FR training L2 loss 22.10, FR validation L2 loss 26.99, FNR 22.83 %
[03/17/2021 00:45:36] {complexTrain.py:233} INFO - Epochs: 130 / 410, Time: 76.2, FR training L2 loss 22.06, FR validation L2 loss 26.97, FNR 22.63 %
[03/17/2021 00:46:53] {complexTrain.py:233} INFO - Epochs: 131 / 410, Time: 76.3, FR training L2 loss 22.17, FR validation L2 loss 26.98, FNR 22.76 %
[03/17/2021 00:48:09] {complexTrain.py:233} INFO - Epochs: 132 / 410, Time: 76.2, FR training L2 loss 22.04, FR validation L2 loss 26.99, FNR 22.83 %
[03/17/2021 00:49:25] {complexTrain.py:233} INFO - Epochs: 133 / 410, Time: 76.1, FR training L2 loss 22.11, FR validation L2 loss 26.96, FNR 22.76 %
[03/17/2021 00:50:41] {complexTrain.py:233} INFO - Epochs: 134 / 410, Time: 76.2, FR training L2 loss 22.03, FR validation L2 loss 26.96, FNR 22.90 %
[03/17/2021 00:51:57] {complexTrain.py:233} INFO - Epochs: 135 / 410, Time: 76.1, FR training L2 loss 22.03, FR validation L2 loss 26.98, FNR 22.72 %
[03/17/2021 00:53:14] {complexTrain.py:233} INFO - Epochs: 136 / 410, Time: 76.3, FR training L2 loss 22.16, FR validation L2 loss 26.98, FNR 22.78 %
[03/17/2021 00:54:30] {complexTrain.py:233} INFO - Epochs: 137 / 410, Time: 76.3, FR training L2 loss 22.09, FR validation L2 loss 26.96, FNR 22.80 %
[03/17/2021 00:55:46] {complexTrain.py:233} INFO - Epochs: 138 / 410, Time: 76.3, FR training L2 loss 22.15, FR validation L2 loss 27.00, FNR 22.82 %
[03/17/2021 00:57:02] {complexTrain.py:233} INFO - Epochs: 139 / 410, Time: 76.2, FR training L2 loss 22.09, FR validation L2 loss 26.96, FNR 22.73 %
[03/17/2021 00:58:19] {complexTrain.py:233} INFO - Epochs: 140 / 410, Time: 76.2, FR training L2 loss 22.11, FR validation L2 loss 26.98, FNR 22.72 %
[03/17/2021 00:59:35] {complexTrain.py:233} INFO - Epochs: 141 / 410, Time: 76.2, FR training L2 loss 22.07, FR validation L2 loss 26.98, FNR 22.70 %
[03/17/2021 01:00:51] {complexTrain.py:233} INFO - Epochs: 142 / 410, Time: 76.2, FR training L2 loss 22.08, FR validation L2 loss 27.02, FNR 22.71 %
[03/17/2021 01:02:07] {complexTrain.py:233} INFO - Epochs: 143 / 410, Time: 76.1, FR training L2 loss 22.04, FR validation L2 loss 27.01, FNR 22.75 %
[03/17/2021 01:03:23] {complexTrain.py:233} INFO - Epochs: 144 / 410, Time: 76.2, FR training L2 loss 22.10, FR validation L2 loss 27.01, FNR 22.93 %
[03/17/2021 01:04:40] {complexTrain.py:233} INFO - Epochs: 145 / 410, Time: 76.3, FR training L2 loss 22.07, FR validation L2 loss 26.98, FNR 22.82 %
[03/17/2021 01:05:56] {complexTrain.py:233} INFO - Epochs: 146 / 410, Time: 76.2, FR training L2 loss 22.05, FR validation L2 loss 26.99, FNR 22.82 %
[03/17/2021 01:07:12] {complexTrain.py:233} INFO - Epochs: 147 / 410, Time: 75.8, FR training L2 loss 22.07, FR validation L2 loss 27.02, FNR 22.75 %
[03/17/2021 01:08:26] {complexTrain.py:233} INFO - Epochs: 148 / 410, Time: 74.0, FR training L2 loss 22.06, FR validation L2 loss 26.98, FNR 22.65 %
[03/17/2021 01:09:40] {complexTrain.py:233} INFO - Epochs: 149 / 410, Time: 74.1, FR training L2 loss 21.96, FR validation L2 loss 26.98, FNR 22.86 %
[03/17/2021 01:10:54] {complexTrain.py:233} INFO - Epochs: 150 / 410, Time: 74.1, FR training L2 loss 22.14, FR validation L2 loss 27.01, FNR 22.77 %
[03/17/2021 01:12:08] {complexTrain.py:233} INFO - Epochs: 151 / 410, Time: 74.0, FR training L2 loss 22.12, FR validation L2 loss 26.98, FNR 22.74 %
[03/17/2021 01:13:22] {complexTrain.py:233} INFO - Epochs: 152 / 410, Time: 74.1, FR training L2 loss 22.08, FR validation L2 loss 26.99, FNR 22.59 %
[03/17/2021 01:14:36] {complexTrain.py:233} INFO - Epochs: 153 / 410, Time: 74.2, FR training L2 loss 22.02, FR validation L2 loss 27.01, FNR 22.83 %
[03/17/2021 01:15:50] {complexTrain.py:233} INFO - Epochs: 154 / 410, Time: 74.0, FR training L2 loss 22.03, FR validation L2 loss 26.98, FNR 22.86 %
[03/17/2021 01:17:04] {complexTrain.py:233} INFO - Epochs: 155 / 410, Time: 74.1, FR training L2 loss 22.12, FR validation L2 loss 26.98, FNR 22.74 %
[03/17/2021 01:18:18] {complexTrain.py:233} INFO - Epochs: 156 / 410, Time: 74.1, FR training L2 loss 22.01, FR validation L2 loss 26.98, FNR 22.80 %
[03/17/2021 01:19:33] {complexTrain.py:233} INFO - Epochs: 157 / 410, Time: 74.1, FR training L2 loss 22.12, FR validation L2 loss 27.00, FNR 22.58 %
[03/17/2021 01:20:47] {complexTrain.py:233} INFO - Epochs: 158 / 410, Time: 74.1, FR training L2 loss 21.92, FR validation L2 loss 27.00, FNR 22.68 %
[03/17/2021 01:22:01] {complexTrain.py:233} INFO - Epochs: 159 / 410, Time: 74.0, FR training L2 loss 22.03, FR validation L2 loss 27.01, FNR 22.80 %
[03/17/2021 01:23:15] {complexTrain.py:233} INFO - Epochs: 160 / 410, Time: 74.1, FR training L2 loss 22.10, FR validation L2 loss 27.02, FNR 22.69 %
[03/17/2021 01:24:29] {complexTrain.py:233} INFO - Epochs: 161 / 410, Time: 74.2, FR training L2 loss 22.12, FR validation L2 loss 26.97, FNR 22.71 %
[03/17/2021 01:25:43] {complexTrain.py:233} INFO - Epochs: 162 / 410, Time: 74.1, FR training L2 loss 22.10, FR validation L2 loss 26.95, FNR 22.72 %
[03/17/2021 01:26:57] {complexTrain.py:233} INFO - Epochs: 163 / 410, Time: 74.2, FR training L2 loss 21.99, FR validation L2 loss 27.01, FNR 22.91 %
[03/17/2021 01:28:11] {complexTrain.py:233} INFO - Epochs: 164 / 410, Time: 74.2, FR training L2 loss 22.03, FR validation L2 loss 26.93, FNR 22.88 %
[03/17/2021 01:29:26] {complexTrain.py:233} INFO - Epochs: 165 / 410, Time: 74.1, FR training L2 loss 22.03, FR validation L2 loss 27.00, FNR 22.82 %
[03/17/2021 01:30:40] {complexTrain.py:233} INFO - Epochs: 166 / 410, Time: 74.1, FR training L2 loss 22.22, FR validation L2 loss 27.02, FNR 22.77 %
[03/17/2021 01:31:54] {complexTrain.py:233} INFO - Epochs: 167 / 410, Time: 74.0, FR training L2 loss 22.13, FR validation L2 loss 26.98, FNR 22.83 %
[03/17/2021 01:33:08] {complexTrain.py:233} INFO - Epochs: 168 / 410, Time: 74.1, FR training L2 loss 22.13, FR validation L2 loss 27.02, FNR 22.74 %
[03/17/2021 01:34:22] {complexTrain.py:233} INFO - Epochs: 169 / 410, Time: 74.0, FR training L2 loss 22.07, FR validation L2 loss 26.95, FNR 22.84 %
[03/17/2021 01:35:36] {complexTrain.py:233} INFO - Epochs: 170 / 410, Time: 74.0, FR training L2 loss 22.01, FR validation L2 loss 26.97, FNR 22.81 %
[03/17/2021 01:36:50] {complexTrain.py:233} INFO - Epochs: 171 / 410, Time: 74.0, FR training L2 loss 21.99, FR validation L2 loss 26.97, FNR 22.80 %
[03/17/2021 01:38:04] {complexTrain.py:233} INFO - Epochs: 172 / 410, Time: 74.0, FR training L2 loss 22.09, FR validation L2 loss 26.98, FNR 22.78 %
[03/17/2021 01:39:18] {complexTrain.py:233} INFO - Epochs: 173 / 410, Time: 74.0, FR training L2 loss 22.17, FR validation L2 loss 27.03, FNR 22.70 %
[03/17/2021 01:40:32] {complexTrain.py:233} INFO - Epochs: 174 / 410, Time: 74.1, FR training L2 loss 22.02, FR validation L2 loss 26.99, FNR 22.75 %
[03/17/2021 01:41:46] {complexTrain.py:233} INFO - Epochs: 175 / 410, Time: 74.1, FR training L2 loss 22.13, FR validation L2 loss 27.00, FNR 22.81 %
[03/17/2021 01:43:00] {complexTrain.py:233} INFO - Epochs: 176 / 410, Time: 74.0, FR training L2 loss 21.99, FR validation L2 loss 27.01, FNR 22.71 %
[03/17/2021 01:44:14] {complexTrain.py:233} INFO - Epochs: 177 / 410, Time: 74.0, FR training L2 loss 22.04, FR validation L2 loss 26.98, FNR 22.61 %
[03/17/2021 01:45:28] {complexTrain.py:233} INFO - Epochs: 178 / 410, Time: 74.0, FR training L2 loss 22.06, FR validation L2 loss 27.00, FNR 22.87 %
[03/17/2021 01:46:42] {complexTrain.py:233} INFO - Epochs: 179 / 410, Time: 74.0, FR training L2 loss 21.97, FR validation L2 loss 27.02, FNR 22.88 %
[03/17/2021 01:47:56] {complexTrain.py:233} INFO - Epochs: 180 / 410, Time: 74.0, FR training L2 loss 22.12, FR validation L2 loss 27.01, FNR 22.79 %
[03/17/2021 01:49:10] {complexTrain.py:233} INFO - Epochs: 181 / 410, Time: 73.9, FR training L2 loss 22.07, FR validation L2 loss 26.99, FNR 22.86 %
[03/17/2021 01:50:24] {complexTrain.py:233} INFO - Epochs: 182 / 410, Time: 74.1, FR training L2 loss 21.97, FR validation L2 loss 26.98, FNR 22.76 %
[03/17/2021 01:51:38] {complexTrain.py:233} INFO - Epochs: 183 / 410, Time: 74.0, FR training L2 loss 22.11, FR validation L2 loss 26.94, FNR 22.68 %
[03/17/2021 01:52:52] {complexTrain.py:233} INFO - Epochs: 184 / 410, Time: 74.1, FR training L2 loss 22.18, FR validation L2 loss 27.00, FNR 22.77 %
[03/17/2021 01:54:06] {complexTrain.py:233} INFO - Epochs: 185 / 410, Time: 74.1, FR training L2 loss 22.07, FR validation L2 loss 27.02, FNR 22.79 %
[03/17/2021 01:55:20] {complexTrain.py:233} INFO - Epochs: 186 / 410, Time: 74.0, FR training L2 loss 22.09, FR validation L2 loss 26.98, FNR 22.77 %
[03/17/2021 01:56:34] {complexTrain.py:233} INFO - Epochs: 187 / 410, Time: 74.0, FR training L2 loss 22.12, FR validation L2 loss 26.96, FNR 22.69 %
[03/17/2021 01:57:48] {complexTrain.py:233} INFO - Epochs: 188 / 410, Time: 73.9, FR training L2 loss 22.06, FR validation L2 loss 26.97, FNR 22.87 %
[03/17/2021 01:59:02] {complexTrain.py:233} INFO - Epochs: 189 / 410, Time: 74.0, FR training L2 loss 22.08, FR validation L2 loss 26.96, FNR 22.68 %
[03/17/2021 02:00:16] {complexTrain.py:233} INFO - Epochs: 190 / 410, Time: 74.0, FR training L2 loss 22.16, FR validation L2 loss 26.97, FNR 22.84 %
[03/17/2021 02:01:30] {complexTrain.py:233} INFO - Epochs: 191 / 410, Time: 74.1, FR training L2 loss 22.07, FR validation L2 loss 27.01, FNR 22.70 %
[03/17/2021 02:02:45] {complexTrain.py:233} INFO - Epochs: 192 / 410, Time: 74.2, FR training L2 loss 22.05, FR validation L2 loss 27.02, FNR 22.75 %
[03/17/2021 02:03:59] {complexTrain.py:233} INFO - Epochs: 193 / 410, Time: 74.0, FR training L2 loss 22.09, FR validation L2 loss 26.98, FNR 22.67 %
[03/17/2021 02:05:12] {complexTrain.py:233} INFO - Epochs: 194 / 410, Time: 73.9, FR training L2 loss 21.89, FR validation L2 loss 26.98, FNR 22.77 %
[03/17/2021 02:06:26] {complexTrain.py:233} INFO - Epochs: 195 / 410, Time: 74.0, FR training L2 loss 22.07, FR validation L2 loss 27.00, FNR 22.81 %
[03/17/2021 02:07:40] {complexTrain.py:233} INFO - Epochs: 196 / 410, Time: 74.0, FR training L2 loss 21.97, FR validation L2 loss 26.95, FNR 22.61 %
[03/17/2021 02:08:54] {complexTrain.py:233} INFO - Epochs: 197 / 410, Time: 74.1, FR training L2 loss 22.02, FR validation L2 loss 26.97, FNR 22.81 %
[03/17/2021 02:10:09] {complexTrain.py:233} INFO - Epochs: 198 / 410, Time: 74.1, FR training L2 loss 22.02, FR validation L2 loss 26.98, FNR 22.80 %
[03/17/2021 02:11:23] {complexTrain.py:233} INFO - Epochs: 199 / 410, Time: 74.0, FR training L2 loss 22.14, FR validation L2 loss 27.01, FNR 22.71 %
[03/17/2021 02:12:37] {complexTrain.py:233} INFO - Epochs: 200 / 410, Time: 74.0, FR training L2 loss 22.12, FR validation L2 loss 26.96, FNR 22.69 %
[03/17/2021 02:13:51] {complexTrain.py:233} INFO - Epochs: 201 / 410, Time: 74.1, FR training L2 loss 22.12, FR validation L2 loss 26.98, FNR 22.83 %
[03/17/2021 02:15:05] {complexTrain.py:233} INFO - Epochs: 202 / 410, Time: 74.1, FR training L2 loss 22.04, FR validation L2 loss 26.96, FNR 22.75 %
[03/17/2021 02:16:19] {complexTrain.py:233} INFO - Epochs: 203 / 410, Time: 74.1, FR training L2 loss 21.99, FR validation L2 loss 26.97, FNR 22.85 %
[03/17/2021 02:17:33] {complexTrain.py:233} INFO - Epochs: 204 / 410, Time: 74.1, FR training L2 loss 22.07, FR validation L2 loss 26.99, FNR 22.77 %
[03/17/2021 02:18:47] {complexTrain.py:233} INFO - Epochs: 205 / 410, Time: 74.1, FR training L2 loss 21.97, FR validation L2 loss 27.01, FNR 22.49 %
[03/17/2021 02:20:01] {complexTrain.py:233} INFO - Epochs: 206 / 410, Time: 74.1, FR training L2 loss 21.95, FR validation L2 loss 27.01, FNR 22.89 %
[03/17/2021 02:21:15] {complexTrain.py:233} INFO - Epochs: 207 / 410, Time: 74.1, FR training L2 loss 21.95, FR validation L2 loss 26.98, FNR 22.79 %
[03/17/2021 02:22:29] {complexTrain.py:233} INFO - Epochs: 208 / 410, Time: 74.1, FR training L2 loss 22.04, FR validation L2 loss 26.95, FNR 22.69 %
[03/17/2021 02:23:43] {complexTrain.py:233} INFO - Epochs: 209 / 410, Time: 74.1, FR training L2 loss 22.04, FR validation L2 loss 26.99, FNR 22.92 %
[03/17/2021 02:24:58] {complexTrain.py:233} INFO - Epochs: 210 / 410, Time: 74.1, FR training L2 loss 21.99, FR validation L2 loss 26.96, FNR 22.84 %
[03/17/2021 02:26:12] {complexTrain.py:233} INFO - Epochs: 211 / 410, Time: 74.0, FR training L2 loss 22.25, FR validation L2 loss 26.95, FNR 22.73 %
[03/17/2021 02:27:26] {complexTrain.py:233} INFO - Epochs: 212 / 410, Time: 74.1, FR training L2 loss 22.04, FR validation L2 loss 26.98, FNR 22.71 %
[03/17/2021 02:28:40] {complexTrain.py:233} INFO - Epochs: 213 / 410, Time: 74.1, FR training L2 loss 22.08, FR validation L2 loss 26.98, FNR 22.79 %
[03/17/2021 02:29:54] {complexTrain.py:233} INFO - Epochs: 214 / 410, Time: 74.0, FR training L2 loss 22.07, FR validation L2 loss 27.00, FNR 22.82 %
[03/17/2021 02:31:08] {complexTrain.py:233} INFO - Epochs: 215 / 410, Time: 74.0, FR training L2 loss 22.08, FR validation L2 loss 27.00, FNR 22.76 %
[03/17/2021 02:32:22] {complexTrain.py:233} INFO - Epochs: 216 / 410, Time: 74.1, FR training L2 loss 21.96, FR validation L2 loss 27.00, FNR 22.83 %
[03/17/2021 02:33:36] {complexTrain.py:233} INFO - Epochs: 217 / 410, Time: 74.1, FR training L2 loss 22.09, FR validation L2 loss 27.00, FNR 22.73 %
[03/17/2021 02:34:50] {complexTrain.py:233} INFO - Epochs: 218 / 410, Time: 74.0, FR training L2 loss 22.08, FR validation L2 loss 26.97, FNR 22.79 %
[03/17/2021 02:36:04] {complexTrain.py:233} INFO - Epochs: 219 / 410, Time: 74.0, FR training L2 loss 22.10, FR validation L2 loss 27.00, FNR 22.68 %
[03/17/2021 02:37:18] {complexTrain.py:233} INFO - Epochs: 220 / 410, Time: 74.1, FR training L2 loss 22.00, FR validation L2 loss 26.97, FNR 22.74 %
[03/17/2021 02:38:32] {complexTrain.py:233} INFO - Epochs: 221 / 410, Time: 74.0, FR training L2 loss 22.05, FR validation L2 loss 27.00, FNR 22.71 %
[03/17/2021 02:39:46] {complexTrain.py:233} INFO - Epochs: 222 / 410, Time: 74.1, FR training L2 loss 22.16, FR validation L2 loss 27.00, FNR 22.60 %
[03/17/2021 02:41:00] {complexTrain.py:233} INFO - Epochs: 223 / 410, Time: 74.1, FR training L2 loss 21.98, FR validation L2 loss 26.96, FNR 22.83 %
[03/17/2021 02:42:14] {complexTrain.py:233} INFO - Epochs: 224 / 410, Time: 74.1, FR training L2 loss 22.11, FR validation L2 loss 26.98, FNR 22.79 %
[03/17/2021 02:43:28] {complexTrain.py:233} INFO - Epochs: 225 / 410, Time: 74.0, FR training L2 loss 21.97, FR validation L2 loss 27.01, FNR 22.82 %
[03/17/2021 02:44:42] {complexTrain.py:233} INFO - Epochs: 226 / 410, Time: 74.1, FR training L2 loss 22.04, FR validation L2 loss 26.99, FNR 22.78 %
[03/17/2021 02:45:57] {complexTrain.py:233} INFO - Epochs: 227 / 410, Time: 74.1, FR training L2 loss 22.13, FR validation L2 loss 26.98, FNR 22.73 %
[03/17/2021 02:47:11] {complexTrain.py:233} INFO - Epochs: 228 / 410, Time: 74.1, FR training L2 loss 22.05, FR validation L2 loss 26.98, FNR 22.71 %
[03/17/2021 02:48:25] {complexTrain.py:233} INFO - Epochs: 229 / 410, Time: 74.1, FR training L2 loss 21.97, FR validation L2 loss 26.99, FNR 22.85 %
[03/17/2021 02:49:39] {complexTrain.py:233} INFO - Epochs: 230 / 410, Time: 74.2, FR training L2 loss 22.07, FR validation L2 loss 26.95, FNR 22.83 %
[03/17/2021 02:50:53] {complexTrain.py:233} INFO - Epochs: 231 / 410, Time: 74.1, FR training L2 loss 22.08, FR validation L2 loss 26.99, FNR 22.74 %
[03/17/2021 02:52:07] {complexTrain.py:233} INFO - Epochs: 232 / 410, Time: 74.0, FR training L2 loss 22.19, FR validation L2 loss 26.98, FNR 22.61 %
[03/17/2021 02:53:21] {complexTrain.py:233} INFO - Epochs: 233 / 410, Time: 74.0, FR training L2 loss 21.98, FR validation L2 loss 26.99, FNR 22.72 %
[03/17/2021 02:54:35] {complexTrain.py:233} INFO - Epochs: 234 / 410, Time: 74.0, FR training L2 loss 22.01, FR validation L2 loss 27.00, FNR 22.78 %
[03/17/2021 02:55:49] {complexTrain.py:233} INFO - Epochs: 235 / 410, Time: 74.0, FR training L2 loss 22.06, FR validation L2 loss 26.96, FNR 22.76 %
[03/17/2021 02:57:03] {complexTrain.py:233} INFO - Epochs: 236 / 410, Time: 74.1, FR training L2 loss 22.02, FR validation L2 loss 26.96, FNR 22.59 %
[03/17/2021 02:58:17] {complexTrain.py:233} INFO - Epochs: 237 / 410, Time: 74.0, FR training L2 loss 21.99, FR validation L2 loss 27.04, FNR 22.74 %
[03/17/2021 02:59:31] {complexTrain.py:233} INFO - Epochs: 238 / 410, Time: 74.1, FR training L2 loss 22.10, FR validation L2 loss 27.02, FNR 22.78 %
[03/17/2021 03:00:45] {complexTrain.py:233} INFO - Epochs: 239 / 410, Time: 74.0, FR training L2 loss 22.20, FR validation L2 loss 26.97, FNR 22.78 %
[03/17/2021 03:01:59] {complexTrain.py:233} INFO - Epochs: 240 / 410, Time: 74.0, FR training L2 loss 22.14, FR validation L2 loss 26.99, FNR 22.88 %
[03/17/2021 03:03:13] {complexTrain.py:233} INFO - Epochs: 241 / 410, Time: 74.1, FR training L2 loss 22.18, FR validation L2 loss 26.98, FNR 22.83 %
[03/17/2021 03:04:27] {complexTrain.py:233} INFO - Epochs: 242 / 410, Time: 74.1, FR training L2 loss 22.09, FR validation L2 loss 26.96, FNR 22.76 %
[03/17/2021 03:05:42] {complexTrain.py:233} INFO - Epochs: 243 / 410, Time: 74.1, FR training L2 loss 21.97, FR validation L2 loss 27.00, FNR 22.76 %
[03/17/2021 03:06:56] {complexTrain.py:233} INFO - Epochs: 244 / 410, Time: 74.1, FR training L2 loss 22.18, FR validation L2 loss 27.01, FNR 22.82 %
[03/17/2021 03:08:10] {complexTrain.py:233} INFO - Epochs: 245 / 410, Time: 74.1, FR training L2 loss 22.16, FR validation L2 loss 27.03, FNR 22.80 %
[03/17/2021 03:09:24] {complexTrain.py:233} INFO - Epochs: 246 / 410, Time: 74.0, FR training L2 loss 22.17, FR validation L2 loss 26.97, FNR 22.93 %
[03/17/2021 03:10:38] {complexTrain.py:233} INFO - Epochs: 247 / 410, Time: 74.1, FR training L2 loss 21.97, FR validation L2 loss 26.96, FNR 22.86 %
[03/17/2021 03:11:52] {complexTrain.py:233} INFO - Epochs: 248 / 410, Time: 74.1, FR training L2 loss 21.95, FR validation L2 loss 26.97, FNR 22.77 %
[03/17/2021 03:13:06] {complexTrain.py:233} INFO - Epochs: 249 / 410, Time: 74.1, FR training L2 loss 22.16, FR validation L2 loss 27.00, FNR 22.84 %
[03/17/2021 03:14:20] {complexTrain.py:233} INFO - Epochs: 250 / 410, Time: 74.0, FR training L2 loss 22.00, FR validation L2 loss 26.97, FNR 22.87 %
[03/17/2021 03:15:34] {complexTrain.py:233} INFO - Epochs: 251 / 410, Time: 74.1, FR training L2 loss 22.16, FR validation L2 loss 27.00, FNR 22.86 %
[03/17/2021 03:16:48] {complexTrain.py:233} INFO - Epochs: 252 / 410, Time: 74.2, FR training L2 loss 21.95, FR validation L2 loss 27.02, FNR 22.94 %
[03/17/2021 03:18:02] {complexTrain.py:233} INFO - Epochs: 253 / 410, Time: 74.1, FR training L2 loss 22.08, FR validation L2 loss 27.02, FNR 22.76 %
[03/17/2021 03:19:16] {complexTrain.py:233} INFO - Epochs: 254 / 410, Time: 74.1, FR training L2 loss 22.18, FR validation L2 loss 26.97, FNR 22.82 %
[03/17/2021 03:20:30] {complexTrain.py:233} INFO - Epochs: 255 / 410, Time: 74.0, FR training L2 loss 22.01, FR validation L2 loss 27.03, FNR 22.79 %
[03/17/2021 03:21:45] {complexTrain.py:233} INFO - Epochs: 256 / 410, Time: 74.1, FR training L2 loss 22.11, FR validation L2 loss 26.95, FNR 22.77 %
[03/17/2021 03:22:59] {complexTrain.py:233} INFO - Epochs: 257 / 410, Time: 74.1, FR training L2 loss 22.04, FR validation L2 loss 27.01, FNR 22.88 %
